Id	Partida	Solicitud	SP_Activo_Final	Valor_SP_Final	PV_Final	MateriaPrima	Equipo	Local_Timestamp	Time_Stamp	TimeStampDb
23326	NULL	88	SP Receta R221	2041,0083	2047,90894	Toluol	R221	2024-11-21 12:57:00.000	2024-11-21 17:57:00.000	2024-11-26 23:46:54.280
23659	NULL	130	SP Receta V241	2920,46948	2904,432	Butil	V241	2024-11-21 13:28:00.000	2024-11-21 18:28:00.000	2024-11-26 23:46:54.347
23771	NULL	36	SP Receta V241	3027,095	3023,914	Metil	V241	2024-11-21 13:48:00.000	2024-11-21 18:48:00.000	2024-11-26 23:46:54.347
23706	NULL	44	SP Receta D122	515,3521	455,522461	Ethil	D122	2024-11-21 17:17:00.000	2024-11-21 22:17:00.000	2024-11-26 23:46:54.347
23552	NULL	16	SP Receta D122	505,4	510,360535	Butil	D122	2024-11-21 17:21:00.000	2024-11-21 22:21:00.000	2024-11-26 23:46:54.280
23732	NULL	20	SP Receta D122	136,6	144,1675	Metil	D122	2024-11-21 17:25:00.000	2024-11-21 22:25:00.000	2024-11-26 23:46:54.347
23428	NULL	48	SP Receta V141	4064,69238	4350,994	2EHA	V141	2024-11-21 19:11:00.000	2024-11-22 00:11:00.000	2024-11-26 23:46:54.280
23747	NULL	26	SP Receta V141	928,192932	1001,67578	Metil	V141	2024-11-21 19:43:00.000	2024-11-22 00:43:00.000	2024-11-26 23:46:54.347
23660	NULL	132	SP Receta V241	3256,52637	2903,26733	Butil	V241	2024-11-21 23:16:00.000	2024-11-22 04:16:00.000	2024-11-26 23:46:54.347
23086	NULL	74	SP Receta R131	1288,547	1287,88611	Soda	R131	2024-11-21 23:28:00.000	2024-11-22 04:28:00.000	2024-11-26 23:46:54.200
23772	NULL	38	SP Receta V241	2198,57861	3023,79932	Metil	V241	2024-11-21 23:36:00.000	2024-11-22 04:36:00.000	2024-11-26 23:46:54.347
23386	NULL	56	SP Semi V221	58,9998322	58,9032	Toluol	V221	2024-11-22 00:42:00.000	2024-11-22 05:42:00.000	2024-11-26 23:46:54.280
23327	NULL	90	SP Semi R221	6,371251	12,190484	Toluol	R221	2024-11-22 00:56:00.000	2024-11-22 05:56:00.000	2024-11-26 23:46:54.280
23157	NULL	122	SP Semi TK131	1378,80652	2500,02271	Soda	TK131	2024-11-22 01:36:00.000	2024-11-22 06:36:00.000	2024-11-26 23:46:54.200
23328	NULL	92	SP Semi R221	37,1539	29,9997482	Toluol	R221	2024-11-22 02:23:00.000	2024-11-22 07:23:00.000	2024-11-26 23:46:54.280
23429	NULL	50	SP Receta V141	3935,42554	4350,60156	2EHA	V141	2024-11-22 02:47:00.000	2024-11-22 07:47:00.000	2024-11-26 23:46:54.280
23748	NULL	28	SP Receta V141	896,3994	998,730469	Metil	V141	2024-11-22 03:20:00.000	2024-11-22 08:20:00.000	2024-11-26 23:46:54.347
23329	NULL	94	SP Semi R221	2045,526	2047,93469	Toluol	R221	2024-11-22 04:39:00.000	2024-11-22 09:39:00.000	2024-11-26 23:46:54.280
23707	NULL	46	SP Receta D122	536,6267	454,679779	Ethil	D122	2024-11-22 07:29:00.000	2024-11-22 12:29:00.000	2024-11-26 23:46:54.347
23553	NULL	18	SP Receta D122	505,4	510,05542	Butil	D122	2024-11-22 07:33:00.000	2024-11-22 12:33:00.000	2024-11-26 23:46:54.280
23733	NULL	22	SP Receta D122	136,6	144,081085	Metil	D122	2024-11-22 07:37:00.000	2024-11-22 12:37:00.000	2024-11-26 23:46:54.347
23087	NULL	76	SP Receta R131	1292,54541	1287,87537	Soda	R131	2024-11-22 08:39:00.000	2024-11-22 13:39:00.000	2024-11-26 23:46:54.200
23796	NULL	36	SP Receta V221	1131,27551	1124,94	Metil	V221	2024-11-22 09:24:00.000	2024-11-22 14:24:00.000	2024-11-26 23:46:54.347
23661	NULL	134	SP Receta V241	3613,72949	2904,22681	Butil	V241	2024-11-22 09:40:00.000	2024-11-22 14:40:00.000	2024-11-26 23:46:54.347
23773	NULL	40	SP Receta V241	1317,928	3027,21851	Metil	V241	2024-11-22 10:01:00.000	2024-11-22 15:01:00.000	2024-11-26 23:46:54.347
23158	NULL	124	SP Semi TK131	659,9969	659,902466	Soda	TK131	2024-11-22 10:26:00.000	2024-11-22 15:26:00.000	2024-11-26 23:46:54.200
23430	NULL	52	SP Receta V141	3797,93774	4352,76074	2EHA	V141	2024-11-22 10:52:00.000	2024-11-22 15:52:00.000	2024-11-26 23:46:54.280
23749	NULL	30	SP Receta V141	862,657959	1002,26367	Metil	V141	2024-11-22 11:25:00.000	2024-11-22 16:25:00.000	2024-11-26 23:46:54.347
23387	NULL	58	SP Receta V221	57,41399	59,9375	Toluol	V221	2024-11-22 14:47:00.000	2024-11-22 19:47:00.000	2024-11-26 23:46:54.280
23797	NULL	38	SP Receta V221	1130,78992	1126,583	Metil	V221	2024-11-22 15:04:00.000	2024-11-22 20:04:00.000	2024-11-26 23:46:54.347
23330	NULL	96	SP Semi R221	19,9998169	19,6810741	Toluol	R221	2024-11-22 15:23:00.000	2024-11-22 20:23:00.000	2024-11-26 23:46:54.280
23708	NULL	48	SP Receta D122	549,626465	454,35556	Ethil	D122	2024-11-22 16:09:00.000	2024-11-22 21:09:00.000	2024-11-26 23:46:54.347
23554	NULL	20	SP Receta D122	505,4	510,0495	Butil	D122	2024-11-22 16:12:00.000	2024-11-22 21:12:00.000	2024-11-26 23:46:54.280
23734	NULL	24	SP Receta D122	136,6	134,949829	Metil	D122	2024-11-22 16:17:00.000	2024-11-22 21:17:00.000	2024-11-26 23:46:54.347
23088	NULL	78	SP Receta R131	1296,13672	1287,46643	Soda	R131	2024-11-22 16:44:00.000	2024-11-22 21:44:00.000	2024-11-26 23:46:54.200
23861	NULL	26	SP Receta V241	2890,76123	2893,985	Estireno	V241	2024-11-22 17:46:00.000	2024-11-22 22:46:00.000	2024-11-26 23:46:54.400
23331	NULL	98	SP Receta R221	671,228333	679,9584	Toluol	R221	2024-11-22 18:02:00.000	2024-11-22 23:02:00.000	2024-11-26 23:46:54.280
23443	NULL	18	SP Receta V241	2447	2442,46021	2EHA	V241	2024-11-22 18:06:00.000	2024-11-22 23:06:00.000	2024-11-26 23:46:54.280
23159	NULL	126	SP Semi TK131	658,8189	660,0244	Soda	TK131	2024-11-22 18:16:00.000	2024-11-22 23:16:00.000	2024-11-26 23:46:54.200
23332	NULL	100	SP Receta R221	2042,44751	2047,93689	Toluol	R221	2024-11-22 18:22:00.000	2024-11-22 23:22:00.000	2024-11-26 23:46:54.280
23774	NULL	42	SP Receta V241	618,796265	607,5134	Metil	V241	2024-11-22 18:22:00.000	2024-11-22 23:22:00.000	2024-11-26 23:46:54.347
23404	NULL	20	SP Semi TK221	30	29,65957	Toluol	TK221	2024-11-22 19:55:00.000	2024-11-23 00:55:00.000	2024-11-26 23:46:54.280
23431	NULL	54	SP Receta V141	3630,11768	4351,3877	2EHA	V141	2024-11-22 20:44:00.000	2024-11-23 01:44:00.000	2024-11-26 23:46:54.280
23750	NULL	32	SP Receta V141	821,4725	1002,06738	Metil	V141	2024-11-22 21:17:00.000	2024-11-23 02:17:00.000	2024-11-26 23:46:54.347
23388	NULL	60	SP Receta V221	57,42273	59,9984131	Toluol	V221	2024-11-22 21:56:00.000	2024-11-23 02:56:00.000	2024-11-26 23:46:54.280
23798	NULL	40	SP Receta V221	1132,16309	1125,12256	Metil	V221	2024-11-22 22:11:00.000	2024-11-23 03:11:00.000	2024-11-26 23:46:54.347
23089	NULL	80	SP Receta R131	1299,839	1287,892	Soda	R131	2024-11-23 01:04:00.000	2024-11-23 06:04:00.000	2024-11-26 23:46:54.200
23333	NULL	102	SP Receta R221	710,0253	719,907349	Toluol	R221	2024-11-23 01:16:00.000	2024-11-23 06:16:00.000	2024-11-26 23:46:54.280
23334	NULL	104	SP Receta R221	2047,446	2047,9646	Toluol	R221	2024-11-23 01:38:00.000	2024-11-23 06:38:00.000	2024-11-26 23:46:54.280
23862	NULL	28	SP Receta V241	2476,63281	2893,7063	Estireno	V241	2024-11-23 01:55:00.000	2024-11-23 06:55:00.000	2024-11-26 23:46:54.400
23444	NULL	20	SP Receta V241	2447	2441,21387	2EHA	V241	2024-11-23 02:15:00.000	2024-11-23 07:15:00.000	2024-11-26 23:46:54.280
23160	NULL	128	SP Semi TK131	657,585754	660,0129	Soda	TK131	2024-11-23 02:28:00.000	2024-11-23 07:28:00.000	2024-11-26 23:46:54.200
23775	NULL	44	SP Receta V241	1283,31592	608,8582	Metil	V241	2024-11-23 02:31:00.000	2024-11-23 07:31:00.000	2024-11-26 23:46:54.347
23389	NULL	62	SP Receta V221	59,1623764	59,9375	Toluol	V221	2024-11-23 05:10:00.000	2024-11-23 10:10:00.000	2024-11-26 23:46:54.280
23335	NULL	106	SP Semi R221	29,3652	0	Toluol	R221	2024-11-23 06:30:00.000	2024-11-23 11:30:00.000	2024-11-26 23:46:54.280
23336	NULL	108	SP Receta R221	22,8863621	19,99287	Toluol	R221	2024-11-23 06:36:00.000	2024-11-23 11:36:00.000	2024-11-26 23:46:54.280
23799	NULL	42	SP Receta V221	1131,88342	1126,82642	Metil	V221	2024-11-23 06:42:00.000	2024-11-23 11:42:00.000	2024-11-26 23:46:54.347
23709	NULL	50	SP Receta D122	573	576,8004	Ethil	D122	2024-11-23 07:46:00.000	2024-11-23 12:46:00.000	2024-11-26 23:46:54.347
23839	NULL	50	SP Receta V141	2158,501	2353,534	Estireno	V141	2024-11-23 07:48:00.000	2024-11-23 12:48:00.000	2024-11-26 23:46:54.400
23588	NULL	68	SP Receta V141	2567,36	2571,417	Butil	V141	2024-11-23 08:05:00.000	2024-11-23 13:05:00.000	2024-11-26 23:46:54.347
23337	NULL	110	SP Receta R221	472,3647	4,599289	Toluol	R221	2024-11-23 08:23:00.000	2024-11-23 13:23:00.000	2024-11-26 23:46:54.280
23090	NULL	82	SP Receta R131	1303,54871	1287,8949	Soda	R131	2024-11-23 09:25:00.000	2024-11-23 14:25:00.000	2024-11-26 23:46:54.200
23338	NULL	112	SP Semi R221	748,2361	749,7895	Toluol	R221	2024-11-23 09:51:00.000	2024-11-23 14:51:00.000	2024-11-26 23:46:54.280
23339	NULL	114	SP Receta R221	2043,05713	2047,73938	Toluol	R221	2024-11-23 10:18:00.000	2024-11-23 15:18:00.000	2024-11-26 23:46:54.280
23161	NULL	130	SP Semi TK131	656,252441	660,0109	Soda	TK131	2024-11-23 11:20:00.000	2024-11-23 16:20:00.000	2024-11-26 23:46:54.200
23662	NULL	136	SP Receta V241	4499,352	4492,345	Butil	V241	2024-11-23 11:51:00.000	2024-11-23 16:51:00.000	2024-11-26 23:46:54.347
23863	NULL	30	SP Receta V241	1945	1946,25366	Estireno	V241	2024-11-23 12:23:00.000	2024-11-23 17:23:00.000	2024-11-26 23:46:54.400
23390	NULL	64	SP Receta V221	56,5100937	59,9984131	Toluol	V221	2024-11-23 14:07:00.000	2024-11-23 19:07:00.000	2024-11-26 23:46:54.280
23340	NULL	116	SP Semi R221	0,536402464	19,9985523	Toluol	R221	2024-11-23 14:47:00.000	2024-11-23 19:47:00.000	2024-11-26 23:46:54.280
23875	NULL	24	SP Receta V221	1844,72937	1844,13	Estireno	V221	2024-11-23 15:11:00.000	2024-11-23 20:11:00.000	2024-11-26 23:46:54.400
23341	NULL	118	SP Receta R221	21,66311	19,92276	Toluol	R221	2024-11-23 15:25:00.000	2024-11-23 20:25:00.000	2024-11-26 23:46:54.280
23840	NULL	52	SP Receta V141	2150,48755	2351,767	Estireno	V141	2024-11-23 16:23:00.000	2024-11-23 21:23:00.000	2024-11-26 23:46:54.400
23589	NULL	70	SP Receta V141	2567,36	2570,63184	Butil	V141	2024-11-23 16:39:00.000	2024-11-23 21:39:00.000	2024-11-26 23:46:54.347
23342	NULL	120	SP Receta R221	702,297241	0,893949449	Toluol	R221	2024-11-23 17:09:00.000	2024-11-23 22:09:00.000	2024-11-26 23:46:54.280
23343	NULL	121	SP Semi R221	16,52676	19,9031639	Toluol	R221	2024-11-23 17:43:00.000	2024-11-23 22:43:00.000	2024-11-26 23:46:54.280
23681	NULL	20	SP Receta V221	996,8083	997,945557	Butil	V221	2024-11-23 17:45:00.000	2024-11-23 22:45:00.000	2024-11-26 23:46:54.347
23344	NULL	123	SP Receta R221	1597,5282	1597,941	Toluol	R221	2024-11-23 17:56:00.000	2024-11-23 22:56:00.000	2024-11-26 23:46:54.280
23162	NULL	132	SP Semi TK131	655,0895	655,0087	Soda	TK131	2024-11-23 19:04:00.000	2024-11-24 00:04:00.000	2024-11-26 23:46:54.200
23391	NULL	66	SP Receta V221	41,55877	48,9844971	Toluol	V221	2024-11-23 22:13:00.000	2024-11-24 03:13:00.000	2024-11-26 23:46:54.280
23345	NULL	125	SP Semi R221	19,9958515	14,9131174	Toluol	R221	2024-11-23 22:17:00.000	2024-11-24 03:17:00.000	2024-11-26 23:46:54.280
23876	NULL	26	SP Receta V221	1842,306	1844,73865	Estireno	V221	2024-11-23 22:20:00.000	2024-11-24 03:20:00.000	2024-11-26 23:46:54.400
23682	NULL	22	SP Receta V221	996,640747	997,9457	Butil	V221	2024-11-23 22:33:00.000	2024-11-24 03:33:00.000	2024-11-26 23:46:54.347
23346	NULL	127	SP Receta R221	20,2162666	19,7243061	Toluol	R221	2024-11-23 23:20:00.000	2024-11-24 04:20:00.000	2024-11-26 23:46:54.280
23347	NULL	129	SP Semi R221	18,0034733	17,9582653	Toluol	R221	2024-11-23 23:24:00.000	2024-11-24 04:24:00.000	2024-11-26 23:46:54.280
23663	NULL	138	SP Receta V241	2908,83081	2901,6438	Butil	V241	2024-11-23 23:39:00.000	2024-11-24 04:39:00.000	2024-11-26 23:46:54.347
23776	NULL	46	SP Receta V241	3027,8	3024,931	Metil	V241	2024-11-24 00:00:00.000	2024-11-24 05:00:00.000	2024-11-26 23:46:54.347
23348	NULL	131	SP Receta R221	244,400681	0,00362808257	Toluol	R221	2024-11-24 02:20:00.000	2024-11-24 07:20:00.000	2024-11-26 23:46:54.280
23841	NULL	54	SP Receta V141	2141,12061	2351,767	Estireno	V141	2024-11-24 02:25:00.000	2024-11-24 07:25:00.000	2024-11-26 23:46:54.400
23349	NULL	133	SP Receta R221	1594,09521	1597,64978	Toluol	R221	2024-11-24 02:41:00.000	2024-11-24 07:41:00.000	2024-11-26 23:46:54.280
23590	NULL	72	SP Receta V141	2567,36	2569,84619	Butil	V141	2024-11-24 02:42:00.000	2024-11-24 07:42:00.000	2024-11-26 23:46:54.347
23392	NULL	68	SP Receta V221	47,72592	48,9844971	Toluol	V221	2024-11-24 06:32:00.000	2024-11-24 11:32:00.000	2024-11-26 23:46:54.280
23350	NULL	135	SP Semi R221	18	17,9822216	Toluol	R221	2024-11-24 06:38:00.000	2024-11-24 11:38:00.000	2024-11-26 23:46:54.280
23664	NULL	140	SP Receta V241	2524,56958	2900,922	Butil	V241	2024-11-24 06:43:00.000	2024-11-24 11:43:00.000	2024-11-26 23:46:54.347
23877	NULL	28	SP Receta V221	1844,33044	1844,92114	Estireno	V221	2024-11-24 06:44:00.000	2024-11-24 11:44:00.000	2024-11-26 23:46:54.400
23777	NULL	48	SP Receta V241	3027,8	3025,56226	Metil	V241	2024-11-24 07:04:00.000	2024-11-24 12:04:00.000	2024-11-26 23:46:54.347
23683	NULL	24	SP Receta V221	996,5849	997,945557	Butil	V221	2024-11-24 07:04:00.000	2024-11-24 12:04:00.000	2024-11-26 23:46:54.347
23351	NULL	137	SP Receta R221	21,6874046	19,890152	Toluol	R221	2024-11-24 07:27:00.000	2024-11-24 12:27:00.000	2024-11-26 23:46:54.280
23352	NULL	139	SP Semi R221	18	17,96616	Toluol	R221	2024-11-24 07:30:00.000	2024-11-24 12:30:00.000	2024-11-26 23:46:54.280
23353	NULL	141	SP Receta R221	105,798706	19,9926167	Toluol	R221	2024-11-24 08:27:00.000	2024-11-24 13:27:00.000	2024-11-26 23:46:54.280
23354	NULL	143	SP Receta R221	214,901688	269,4887	Toluol	R221	2024-11-24 10:23:00.000	2024-11-24 15:23:00.000	2024-11-26 23:46:54.280
23842	NULL	56	SP Receta V141	2133,66724	2355,693	Estireno	V141	2024-11-24 10:24:00.000	2024-11-24 15:24:00.000	2024-11-26 23:46:54.400
23591	NULL	74	SP Receta V141	2567,36	2570,82813	Butil	V141	2024-11-24 10:42:00.000	2024-11-24 15:42:00.000	2024-11-26 23:46:54.347
23355	NULL	145	SP Receta R221	1594,98669	1597,93274	Toluol	R221	2024-11-24 10:44:00.000	2024-11-24 15:44:00.000	2024-11-26 23:46:54.280
23665	NULL	142	SP Receta V241	2200,12256	2901,19287	Butil	V241	2024-11-24 12:41:00.000	2024-11-24 17:41:00.000	2024-11-26 23:46:54.347
23778	NULL	50	SP Receta V241	3027,8	3023,02026	Metil	V241	2024-11-24 13:02:00.000	2024-11-24 18:02:00.000	2024-11-26 23:46:54.347
23393	NULL	70	SP Receta V221	45,8886452	48,9237061	Toluol	V221	2024-11-24 14:31:00.000	2024-11-24 19:31:00.000	2024-11-26 23:46:54.280
23878	NULL	30	SP Receta V221	1843,781	1844,49524	Estireno	V221	2024-11-24 14:46:00.000	2024-11-24 19:46:00.000	2024-11-26 23:46:54.400
23356	NULL	147	SP Semi R221	18	17,5593739	Toluol	R221	2024-11-24 14:52:00.000	2024-11-24 19:52:00.000	2024-11-26 23:46:54.280
23684	NULL	26	SP Receta V221	996,7953	997,0935	Butil	V221	2024-11-24 14:59:00.000	2024-11-24 19:59:00.000	2024-11-26 23:46:54.347
23357	NULL	149	SP Receta R221	110,430229	19,9697	Toluol	R221	2024-11-24 16:37:00.000	2024-11-24 21:37:00.000	2024-11-26 23:46:54.280
23358	NULL	151	SP Receta R221	257,506317	269,956726	Toluol	R221	2024-11-24 18:25:00.000	2024-11-24 23:25:00.000	2024-11-26 23:46:54.280
23263	NULL	54	SP Receta R221	1595,48816	1597,8772	Xilol	R221	2024-11-24 19:03:00.000	2024-11-25 00:03:00.000	2024-11-26 23:46:54.200
23843	NULL	58	SP Receta V141	2125,37378	2353,3374	Estireno	V141	2024-11-24 19:17:00.000	2024-11-25 00:17:00.000	2024-11-26 23:46:54.400
23592	NULL	76	SP Receta V141	2567,36	2569,258	Butil	V141	2024-11-24 19:34:00.000	2024-11-25 00:34:00.000	2024-11-26 23:46:54.347
23526	NULL	98	SP Receta V241	5437,295	5425,63672	Vam	V241	2024-11-24 22:43:00.000	2024-11-25 03:43:00.000	2024-11-26 23:46:54.280
23666	NULL	144	SP Receta V241	1633,13159	1625,92065	Butil	V241	2024-11-24 23:07:00.000	2024-11-25 04:07:00.000	2024-11-26 23:46:54.347
23091	NULL	84	SP Receta R131	1320,3645	1287,88708	Soda	R131	2024-11-24 23:17:00.000	2024-11-25 04:17:00.000	2024-11-26 23:46:54.200
23264	NULL	56	SP Semi R221	18	17,8322773	Xilol	R221	2024-11-24 23:23:00.000	2024-11-25 04:23:00.000	2024-11-26 23:46:54.200
23265	NULL	58	SP Receta R221	38,5519753	37,4857	Xilol	R221	2024-11-24 23:56:00.000	2024-11-25 04:56:00.000	2024-11-26 23:46:54.200
23266	NULL	60	SP Semi R221	18	17,9387455	Xilol	R221	2024-11-24 23:59:00.000	2024-11-25 04:59:00.000	2024-11-26 23:46:54.200
23267	NULL	62	SP Receta R221	59,5948753	37,99878	Xilol	R221	2024-11-25 00:54:00.000	2024-11-25 05:54:00.000	2024-11-26 23:46:54.200
23268	NULL	64	SP Receta R221	82,6173	99,79789	Xilol	R221	2024-11-25 02:47:00.000	2024-11-25 07:47:00.000	2024-11-26 23:46:54.200
23844	NULL	60	SP Receta V141	2117,03369	2351,5708	Estireno	V141	2024-11-25 04:13:00.000	2024-11-25 09:13:00.000	2024-11-26 23:46:54.400
23593	NULL	78	SP Receta V141	2567,36	2570,04346	Butil	V141	2024-11-25 04:30:00.000	2024-11-25 09:30:00.000	2024-11-26 23:46:54.347
23092	NULL	86	SP Receta R131	1324,05945	1287,87915	Soda	R131	2024-11-25 07:35:00.000	2024-11-25 12:35:00.000	2024-11-26 23:46:54.200
23163	NULL	134	SP Semi TK131	658,5674	654,5764	Soda	TK131	2024-11-25 09:03:00.000	2024-11-25 14:03:00.000	2024-11-26 23:46:54.200
23527	NULL	100	SP Receta V241	5447,854	5434,96	Vam	V241	2024-11-25 09:33:00.000	2024-11-25 14:33:00.000	2024-11-26 23:46:54.280
23667	NULL	146	SP Receta V241	1639,72144	1633,0874	Butil	V241	2024-11-25 09:58:00.000	2024-11-25 14:58:00.000	2024-11-26 23:46:54.347
23845	NULL	62	SP Receta V141	2108,958	2353,73022	Estireno	V141	2024-11-25 12:52:00.000	2024-11-25 17:52:00.000	2024-11-26 23:46:54.400
23594	NULL	80	SP Receta V141	2567,36	2567,49121	Butil	V141	2024-11-25 13:09:00.000	2024-11-25 18:09:00.000	2024-11-26 23:46:54.347
23528	NULL	102	SP Receta V241	5491,54639	5434,36133	Vam	V241	2024-11-25 15:45:00.000	2024-11-25 20:45:00.000	2024-11-26 23:46:54.280
23093	NULL	88	SP Receta R131	1327,71729	1287,88647	Soda	R131	2024-11-25 15:49:00.000	2024-11-25 20:49:00.000	2024-11-26 23:46:54.200
23668	NULL	148	SP Receta V241	1474,06763	1631,56226	Butil	V241	2024-11-25 16:11:00.000	2024-11-25 21:11:00.000	2024-11-26 23:46:54.347
23164	NULL	136	SP Semi TK131	659,321533	655,015	Soda	TK131	2024-11-25 17:12:00.000	2024-11-25 22:12:00.000	2024-11-26 23:46:54.200
23879	NULL	32	SP Receta V221	846,716736	846,3064	Estireno	V221	2024-11-25 18:08:00.000	2024-11-25 23:08:00.000	2024-11-26 23:46:54.400
23800	NULL	44	SP Receta V221	324,927124	319,342529	Metil	V221	2024-11-25 18:15:00.000	2024-11-25 23:15:00.000	2024-11-26 23:46:54.347
23529	NULL	104	SP Receta V241	5535,00439	5433,86963	Vam	V241	2024-11-25 21:57:00.000	2024-11-26 02:57:00.000	2024-11-26 23:46:54.280
23669	NULL	150	SP Receta V241	1309,302	1631,77539	Butil	V241	2024-11-25 22:22:00.000	2024-11-26 03:22:00.000	2024-11-26 23:46:54.347
23846	NULL	64	SP Receta V141	2099,57	2104,44	Estireno	V141	2024-11-25 22:56:00.000	2024-11-26 03:56:00.000	2024-11-26 23:46:54.400
23432	NULL	56	SP Receta V141	2363,75	2371,39648	2EHA	V141	2024-11-25 23:12:00.000	2024-11-26 04:12:00.000	2024-11-26 23:46:54.280
23751	NULL	34	SP Receta V141	511,84	515,068359	Metil	V141	2024-11-25 23:28:00.000	2024-11-26 04:28:00.000	2024-11-26 23:46:54.347
23094	NULL	90	SP Receta R131	1330,81982	1330,85742	Soda	R131	2024-11-26 00:11:00.000	2024-11-26 05:11:00.000	2024-11-26 23:46:54.200
23165	NULL	138	SP Semi TK131	659,791443	660,0114	Soda	TK131	2024-11-26 01:43:00.000	2024-11-26 06:43:00.000	2024-11-26 23:46:54.200
23530	NULL	106	SP Receta V241	5605,404	5432,67236	Vam	V241	2024-11-26 07:58:00.000	2024-11-26 12:58:00.000	2024-11-26 23:46:54.280
23670	NULL	152	SP Receta V241	1041,94653	1626,429	Butil	V241	2024-11-26 08:24:00.000	2024-11-26 13:24:00.000	2024-11-26 23:46:54.347
23847	NULL	66	SP Receta V141	2099,57	2101,103	Estireno	V141	2024-11-26 08:56:00.000	2024-11-26 13:56:00.000	2024-11-26 23:46:54.400
23433	NULL	58	SP Receta V141	2363,75	2369,04077	2EHA	V141	2024-11-26 09:21:00.000	2024-11-26 14:21:00.000	2024-11-26 23:46:54.280
23752	NULL	36	SP Receta V141	511,84	512,124	Metil	V141	2024-11-26 09:34:00.000	2024-11-26 14:34:00.000	2024-11-26 23:46:54.347
23095	NULL	92	SP Receta R131	1287,87	1287,87109	Soda	R131	2024-11-26 10:09:00.000	2024-11-26 15:09:00.000	2024-11-26 23:46:54.200
23166	NULL	140	SP Semi TK131	534,6428	539,2398	Soda	TK131	2024-11-26 11:37:00.000	2024-11-26 16:37:00.000	2024-11-26 23:46:54.200
23167	NULL	142	SP Semi TK131	49,7177963	48,63663	Soda	TK131	2024-11-26 13:29:00.000	2024-11-26 18:29:00.000	2024-11-26 23:46:54.200
23168	NULL	144	SP Semi TK131	18,8181839	2,00189781	Soda	TK131	2024-11-26 15:01:00.000	2024-11-26 20:01:00.000	2024-11-26 23:46:54.200
23169	NULL	146	SP Semi TK131	5,72136	19,4450035	Soda	TK131	2024-11-26 15:08:00.000	2024-11-26 20:08:00.000	2024-11-26 23:46:54.200
23531	NULL	108	SP Receta V241	5672	5660,263	Vam	V241	2024-11-26 17:51:00.000	2024-11-26 22:51:00.000	2024-11-26 23:46:54.280
23671	NULL	154	SP Receta V241	779	764,2154	Butil	V241	2024-11-26 18:17:00.000	2024-11-26 23:17:00.000	2024-11-26 23:46:54.347
23848	NULL	68	SP Receta V141	2099,57	2101,29932	Estireno	V141	2024-11-26 19:17:00.000	2024-11-27 00:17:00.000	2024-11-26 23:46:54.400
23434	NULL	60	SP Receta V141	2363,75	2369,04077	2EHA	V141	2024-11-26 19:33:00.000	2024-11-27 00:33:00.000	2024-11-26 23:46:54.280
23753	NULL	38	SP Receta V141	511,84	515,264648	Metil	V141	2024-11-26 19:46:00.000	2024-11-27 00:46:00.000	2024-11-26 23:46:54.347
23394	NULL	72	SP Semi V221	50	49,1062	Toluol	V221	2024-11-26 20:14:00.000	2024-11-27 01:14:00.000	2024-11-26 23:46:54.280
23096	NULL	94	SP Receta R131	1287,87	1286,91406	Soda	R131	2024-11-26 20:56:00.000	2024-11-27 01:56:00.000	2024-11-26 23:46:54.200
23170	NULL	148	SP Semi TK131	655	654,218445	Soda	TK131	2024-11-26 22:17:00.000	2024-11-27 03:17:00.000	2024-11-26 23:46:54.200
23880	NULL	2	SP Semi TK131	642,3094	650,6082	Soda	TK131	2024-11-27 05:55:00.000	2024-11-27 10:55:00.000	2024-11-27 13:46:08.097
23885	NULL	2	SP Semi V221	60	59,9984131	Toluol	V221	2024-11-27 06:38:00.000	2024-11-27 11:38:00.000	2024-11-27 13:46:08.097
23894	NULL	2	SP Receta V221	967	959,731445	Metil	V221	2024-11-27 08:02:00.000	2024-11-27 13:02:00.000	2024-11-27 13:46:08.097
23882	NULL	2	SP Receta R221	2044	2043,986	Toluol	R221	2024-11-27 08:23:00.000	2024-11-27 13:23:00.000	2024-11-27 13:46:08.097
23890	NULL	2	SP Receta V141	4588	4589,882	Vam	V141	2024-11-27 08:46:00.000	2024-11-27 13:46:00.000	2024-11-27 13:46:08.097
23892	NULL	2	SP Receta V141	917	917,073242	Butil	V141	2024-11-27 09:04:00.000	2024-11-27 14:04:00.000	2024-11-27 13:46:08.097
23891	NULL	2	SP Receta V241	5680	5666,2	Vam	V241	2024-11-27 09:26:00.000	2024-11-27 14:26:00.000	2024-11-27 13:46:08.097
23893	NULL	2	SP Receta V241	779	764,3958	Butil	V241	2024-11-27 09:51:00.000	2024-11-27 14:51:00.000	2024-11-27 13:46:08.097
23883	NULL	4	SP Semi R221	5,373231	17,942749	Toluol	R221	2024-11-27 10:56:00.000	2024-11-27 15:56:00.000	2024-11-27 13:46:08.097
23886	NULL	4	SP Receta V221	249,767517	250,946777	Toluol	V221	2024-11-27 12:01:00.000	2024-11-27 17:01:00.000	2024-11-27 13:46:08.097
23889	NULL	2	SP Receta D122	1624	1637,71277	Vam	D122	2024-11-27 12:22:00.000	2024-11-27 17:22:00.000	2024-11-27 13:46:08.097
23881	NULL	4	SP Semi TK131	2480	1048,39172	Soda	TK131	2024-11-27 12:29:00.000	2024-11-27 17:29:00.000	2024-11-27 13:46:08.097
